ID,Species,LMA,WC,LDMC,EWT
670,Prunus virginiana,119.6029,52.9762,47.0238,0.0135
671,Prunus virginiana,68.1282,60.8696,39.1304,0.0106
672,Prunus virginiana,86.2958,56.8182,43.1818,0.0114
673,Prunus virginiana,109.0052,53.5484,46.4516,0.0126
674,Prunus virginiana,56.0166,65.4206,34.5794,0.0106
675,Prunus virginiana,52.9886,66.3462,33.6538,0.0104
676,Prunus virginiana,84.7818,58.8235,41.1765,0.0121
677,Prunus virginiana,77.212,60.7692,39.2308,0.012
678,Prunus virginiana,86.2958,58.0882,41.9118,0.012
679,Prunus virginiana,62.0724,64.3478,35.6522,0.0112
680,Prunus virginiana,33.3071,73.1707,26.8293,0.0091
681,Prunus virginiana,121.1169,59.1837,40.8163,0.0176
682,Prunus virginiana,105.9773,57.0552,42.9448,0.0141
683,Prunus virginiana,49.9607,67,33,0.0101
684,Prunus virginiana,95.3795,57.4324,42.5676,0.0129
685,Prunus virginiana,56.0166,62.6263,37.3737,0.0094
686,Acer rubrum,69.2955,53.8462,46.1538,0.0081
687,Acer rubrum,56.5154,58.8235,41.1765,0.0081
688,Acer rubrum,69.568,57,43,0.0092
689,Acer rubrum,63.3333,57.3034,42.6966,0.0085
690,Acer rubrum,67.7574,58.1633,41.8367,0.0094
691,Acer rubrum,68.1282,58.7156,41.2844,0.0097
692,Acer rubrum,65.3595,58.6538,41.3462,0.0093
693,Acer rubrum,37.679,66.2162,33.7838,0.0074
694,Acer rubrum,48.4468,64.0449,35.9551,0.0086
695,Acer rubrum,34.8211,68.0556,31.9444,0.0074
696,Acer rubrum,73.9372,61.7391,38.2609,0.0119
697,Acer rubrum,71.5766,60.8247,39.1753,0.0111
698,Acer rubrum,60.698,62.7907,37.2093,0.0102
699,Acer rubrum,59.0752,64.6341,35.3659,0.0108
700,Acer rubrum,60.9176,60.4938,39.5062,0.0093
701,Acer rubrum,45.4188,65.9091,34.0909,0.0088
702,Acer rubrum,54.5026,65.0485,34.9515,0.0101
703,Acer rubrum,49.2081,64.0449,35.9551,0.0088
704,Acer rubrum,44.606,65.8228,34.1772,0.0086
705,Acer rubrum,52.9886,63.1579,36.8421,0.0091
706,Quercus macrocarpa,92.3516,59.3333,40.6667,0.0135
707,Quercus macrocarpa,87.8097,58.5714,41.4286,0.0124
708,Quercus macrocarpa,107.4912,58.4795,41.5205,0.0151
709,Quercus macrocarpa,81.7539,56.0976,43.9024,0.0104
710,Quercus macrocarpa,87.8097,61.3333,38.6667,0.0139
711,Quercus macrocarpa,60.5584,58.7629,41.2371,0.0086
712,Quercus macrocarpa,52.9886,62.766,37.234,0.0089
713,Quercus macrocarpa,57.5305,59.5745,40.4255,0.0085
714,Quercus macrocarpa,42.3909,68.1818,31.8182,0.0091
715,Quercus macrocarpa,39.363,54.386,45.614,0.0047
716,Quercus macrocarpa,62.0724,63.7168,36.2832,0.0109
717,Quercus macrocarpa,40.8769,68.2353,31.7647,0.0088
718,Quercus macrocarpa,39.363,66.2338,33.7662,0.0077
719,Quercus macrocarpa,57.5305,65.1376,34.8624,0.0107
720,Quercus macrocarpa,42.3909,68.8889,31.1111,0.0094
721,Quercus macrocarpa,51.4747,63.8298,36.1702,0.0091
722,Quercus macrocarpa,66.6143,62.069,37.931,0.0109
723,Quercus macrocarpa,39.363,59.375,40.625,0.0058
724,Quercus macrocarpa,40.8769,66.25,33.75,0.008
725,Quercus macrocarpa,60.5584,63.6364,36.3636,0.0106
726,Ulmus americana,78.726,57.0248,42.9752,0.0104
727,Ulmus americana,80.2399,58.9147,41.0853,0.0115
728,Ulmus americana,84.7818,55.2,44.8,0.0104
729,Ulmus americana,89.3237,54.6154,45.3846,0.0107
730,Ulmus americana,75.698,54.955,45.045,0.0092
731,Ulmus americana,78.726,56.6667,43.3333,0.0103
732,Ulmus americana,65.1003,61.2613,38.7387,0.0103
733,Ulmus americana,66.6143,58.8785,41.1215,0.0095
734,Ulmus americana,51.4747,54.0541,45.9459,0.0061
735,Ulmus americana,93.8656,53.3835,46.6165,0.0107
736,Ulmus americana,104.4633,52.0833,47.9167,0.0114
737,Ulmus americana,93.8656,54.0741,45.9259,0.0111
738,Ulmus americana,93.8656,50.7937,49.2063,0.0097
739,Ulmus americana,99.9214,53.1915,46.8085,0.0114
740,Ulmus americana,90.8377,56.2044,43.7956,0.0117
741,Ulmus americana,77.212,63.5714,36.4286,0.0135
742,Ulmus americana,107.4912,60.989,39.011,0.0168
743,Ulmus americana,69.6422,61.0169,38.9831,0.0109
744,Ulmus americana,81.7539,59.0909,40.9091,0.0118
745,Ulmus americana,113.5471,58.3333,41.6667,0.0159
746,Syringa reticulata,78.726,62.0438,37.9562,0.0129
747,Syringa reticulata,56.0166,63,37,0.0095
748,Syringa reticulata,75.698,61.2403,38.7597,0.012
749,Syringa reticulata,34.8211,67.6056,32.3944,0.0073
750,Syringa reticulata,45.4188,64.7059,35.2941,0.0083
751,Syringa reticulata,36.3351,70,30,0.0085
752,Syringa reticulata,57.5305,64.8148,35.1852,0.0106
753,Syringa reticulata,59.0445,60.6061,39.3939,0.0091
754,Syringa reticulata,33.3071,71.4286,28.5714,0.0083
755,Syringa reticulata,54.5026,65.0485,34.9515,0.0101
756,Syringa reticulata,72.6701,62.7907,37.2093,0.0123
757,Syringa reticulata,45.4188,67.3913,32.6087,0.0094
758,Syringa reticulata,68.1282,60.177,39.823,0.0103
759,Syringa reticulata,54.5026,65.7143,34.2857,0.0104
760,Syringa reticulata,56.0166,65.0943,34.9057,0.0104
761,Prunus virginiana,68.1282,62.5,37.5,0.0114
762,Prunus virginiana,77.212,63.3094,36.6906,0.0133
763,Prunus virginiana,62.0724,61.6822,38.3178,0.01
764,Prunus virginiana,68.1282,62.8099,37.1901,0.0115
765,Prunus virginiana,77.212,63.3094,36.6906,0.0133
766,Prunus virginiana,63.5864,62.5,37.5,0.0106
767,Prunus virginiana,68.1282,62.5,37.5,0.0114
768,Prunus virginiana,86.2958,64.5963,35.4037,0.0157
769,Prunus virginiana,72.6701,63.3588,36.6412,0.0126
770,Prunus virginiana,71.1562,63.2813,36.7188,0.0123
771,Prunus virginiana,65.1003,62.2807,37.7193,0.0107
772,Prunus virginiana,65.1003,61.9469,38.0531,0.0106
773,Prunus virginiana,72.6701,62.7907,37.2093,0.0123
774,Prunus virginiana,72.6701,63.3588,36.6412,0.0126
775,Prunus virginiana,72.6701,63.3588,36.6412,0.0126
776,Prunus virginiana,56.0166,61.0526,38.9474,0.0088
777,Prunus virginiana,62.0724,61.3208,38.6792,0.0098
778,Prunus virginiana,65.1003,62.6087,37.3913,0.0109
779,Prunus virginiana,81.7539,64,36,0.0145
780,Prunus virginiana,83.2679,64.2857,35.7143,0.015
781,Acer rubrum,65.1003,59.0476,40.9524,0.0094
782,Acer rubrum,65.1003,57.4257,42.5743,0.0088
783,Acer rubrum,59.0445,59.375,40.625,0.0086
784,Acer rubrum,52.9886,59.7701,40.2299,0.0079
785,Acer rubrum,54.5026,58.6207,41.3793,0.0077
786,Acer rubrum,42.3909,68.1818,31.8182,0.0091
787,Acer rubrum,48.4468,65.2174,34.7826,0.0091
788,Acer rubrum,59.0445,60.6061,39.3939,0.0091
789,Acer rubrum,45.4188,66.6667,33.3333,0.0091
790,Acer rubrum,74.1841,59.5041,40.4959,0.0109
791,Acer rubrum,52.9886,64.6465,35.3535,0.0097
792,Acer rubrum,42.3909,68.1818,31.8182,0.0091
793,Acer rubrum,42.3909,68.8889,31.1111,0.0094
794,Acer rubrum,43.9049,68.8172,31.1828,0.0097
795,Acer rubrum,39.363,69.7674,30.2326,0.0091
796,Acer rubrum,57.5305,65.1376,34.8624,0.0107
797,Acer rubrum,66.6143,63.0252,36.9748,0.0114
798,Acer rubrum,57.5305,63.4615,36.5385,0.01
799,Acer rubrum,57.5305,62.3762,37.6238,0.0095
800,Acer rubrum,57.5305,62.7451,37.2549,0.0097
801,Quercus macrocarpa,65.1003,59.0476,40.9524,0.0094
802,Quercus macrocarpa,72.6701,57.1429,42.8571,0.0097
803,Quercus macrocarpa,57.5305,61.6162,38.3838,0.0092
804,Quercus macrocarpa,66.6143,58.4906,41.5094,0.0094
805,Quercus macrocarpa,90.8377,58.3333,41.6667,0.0127
806,Quercus macrocarpa,63.5864,59.2233,40.7767,0.0092
807,Quercus macrocarpa,42.3909,67.8161,32.1839,0.0089
